Index,x,y,feature,color
1238,542.809780235421,459.0514427605777,Feature 2,#F9F993
1239,579.755680446574,431.94584792591144,Feature 2,#F9F993
1240,543.1979516402698,457.2337360939309,Feature 2,#F9F993
1241,579.94743547041,431.21713380788685,Feature 2,#F9F993
1242,602.973001108039,480.32437180662055,Feature 2,#F9F993
1243,579.0769924969338,430.834080467152,Feature 2,#F9F993
1244,581.5400908719175,367.700920874557,Feature 2,#F9F993
1245,573.0571511060219,433.62285064561473,Feature 2,#F9F993
1246,600.4243499076601,391.5939111486267,Feature 2,#F9F993
1247,611.9345086626766,442.58064442720126,Feature 2,#F9F993
1248,565.6481948119251,446.461830368767,Feature 2,#F9F993
1249,614.2873776646256,426.6784607675581,Feature 2,#F9F993
1250,577.4064923392618,458.5711944124905,Feature 2,#F9F993
1251,587.5139992623256,402.302592636356,Feature 2,#F9F993
1252,581.8854000475276,441.2582535709534,Feature 2,#F9F993
1253,549.2508411591613,443.88601295542213,Feature 2,#F9F993
1254,593.6920685076112,443.1342626611212,Feature 2,#F9F993
1255,657.4537983488588,451.46501795977736,Feature 2,#F9F993
1256,588.3688343618626,466.69463499171025,Feature 2,#F9F993
1257,648.3441026102503,418.39202059066685,Feature 2,#F9F993
1258,604.4570865471792,434.35580336584957,Feature 2,#F9F993
1259,625.4391411041978,448.1567024957196,Feature 2,#F9F993
1260,615.7626517545802,398.23935939098044,Feature 2,#F9F993
1261,624.4820583608123,448.73752167997065,Feature 2,#F9F993
1262,609.4383141911696,404.25413510981195,Feature 2,#F9F993
1263,610.506154774635,426.68315047426717,Feature 2,#F9F993
1264,631.2035290590486,449.02738943687746,Feature 2,#F9F993
1265,654.5033779295005,389.58728643839487,Feature 2,#F9F993
1266,694.2303336559731,457.6662412553034,Feature 2,#F9F993
1267,620.3322623574979,448.2672577951587,Feature 2,#F9F993
1268,569.7240956863443,439.6152588067023,Feature 2,#F9F993
1269,606.3368437258675,426.6237646298715,Feature 2,#F9F993
1270,628.3652370595328,412.7932164872452,Feature 2,#F9F993
1271,636.0698029923742,452.5652043242437,Feature 2,#F9F993
1272,629.924494788348,456.03305331854995,Feature 2,#F9F993
1273,655.3968581707732,453.7332713992018,Feature 2,#F9F993
1274,659.028886575369,452.07126363355627,Feature 2,#F9F993
1275,646.2473781611471,439.395950498735,Feature 2,#F9F993
1276,653.9518955663415,442.4744857127145,Feature 2,#F9F993
1277,676.2669363675187,451.66972697262327,Feature 2,#F9F993
1278,688.2286796892841,441.71239846486225,Feature 2,#F9F993
1279,656.7263631996125,420.5311917807198,Feature 2,#F9F993
1280,600.5543700899188,473.45064536410547,Feature 2,#F9F993
1281,666.1593530816629,376.1333964718766,Feature 2,#F9F993
1282,666.0690008143446,454.96743397392873,Feature 2,#F9F993
1283,724.8362311624333,475.34766790892814,Feature 2,#F9F993
1284,692.0767518155036,434.7442507635109,Feature 2,#F9F993
1285,636.0869384440598,399.09334390912795,Feature 2,#F9F993
1286,686.3291469790878,448.2035798265474,Feature 2,#F9F993
1287,702.6743852417102,477.7897357200572,Feature 2,#F9F993
1288,690.6322226948218,407.81668928118813,Feature 2,#F9F993
1289,648.0293983063394,459.9790249143935,Feature 2,#F9F993
1290,664.0572351576521,412.8714092906597,Feature 2,#F9F993
1291,722.8898396688759,414.5116058812061,Feature 2,#F9F993
1292,698.199903937445,446.6572615503657,Feature 2,#F9F993
1293,691.6436814837318,388.0593356790661,Feature 2,#F9F993
1294,719.9225140237713,463.1441528370614,Feature 2,#F9F993
1295,623.7977344283287,460.0358203706759,Feature 2,#F9F993
1296,649.0289448273745,408.01162546282603,Feature 2,#F9F993
1297,701.2234842422882,435.59158279547063,Feature 2,#F9F993
1298,688.7239807216225,414.74087229108824,Feature 2,#F9F993
1299,734.4627981572085,419.61178670107694,Feature 2,#F9F993
1300,757.8315346109738,489.56642341540095,Feature 2,#F9F993
1301,641.1773092488564,473.49672364450817,Feature 2,#F9F993
1302,648.7726981779101,412.20946029921004,Feature 2,#F9F993
1303,687.6802265260435,406.4041220996316,Feature 2,#F9F993
1304,711.4581571755612,443.9683389077603,Feature 2,#F9F993
1305,768.600614324577,448.44858220778605,Feature 2,#F9F993
1306,702.4363433905536,429.3228266942626,Feature 2,#F9F993
1307,692.5947336251035,449.3237945120757,Feature 2,#F9F993
1308,706.2696723718065,454.64643653387543,Feature 2,#F9F993
1309,699.4528365562983,427.47438306919344,Feature 2,#F9F993
1310,757.2949213906646,485.95740325367234,Feature 2,#F9F993
1311,747.1396063630746,448.6937242937978,Feature 2,#F9F993
1312,709.7654476752681,477.4902080755051,Feature 2,#F9F993
1313,760.4578731993697,472.5163946780371,Feature 2,#F9F993
1314,700.8286756822572,408.11332788282357,Feature 2,#F9F993
1315,743.993877873419,474.2629967249537,Feature 2,#F9F993
1316,778.3684488941079,489.885518365735,Feature 2,#F9F993
1317,761.6209036690313,461.8632887475466,Feature 2,#F9F993
1318,753.6006702301861,419.23055607796664,Feature 2,#F9F993
1319,675.2857136709931,424.36740643974883,Feature 2,#F9F993
1320,726.2966498740283,446.90657803836905,Feature 2,#F9F993
1321,673.533701760456,428.38999104498816,Feature 2,#F9F993
1322,762.3157771018822,383.7834806904553,Feature 2,#F9F993
1323,687.22414423681,464.1049344074686,Feature 2,#F9F993
1324,738.6260337390632,431.60105324861456,Feature 2,#F9F993
1325,725.7137815939436,442.125214048073,Feature 2,#F9F993
1326,757.1514470397469,397.67874012797324,Feature 2,#F9F993
1327,758.1493908176627,439.2473569274852,Feature 2,#F9F993
1328,756.7835805152134,475.6179632164226,Feature 2,#F9F993
1329,741.1534127579563,426.7567701985073,Feature 2,#F9F993
1330,745.3446775064737,435.822338216908,Feature 2,#F9F993
1331,721.7770441658165,430.02218107179067,Feature 2,#F9F993
1332,741.6532585488773,470.9173788235799,Feature 2,#F9F993
1333,762.2261931145757,486.57968003121283,Feature 2,#F9F993
1334,785.6093390340154,417.9451048855606,Feature 2,#F9F993
1335,765.6367285504061,476.82836101117925,Feature 2,#F9F993
1336,760.5434921597416,451.4142102252121,Feature 2,#F9F993
1337,770.287471931187,402.60314822888665,Feature 2,#F9F993
1338,773.7961024688897,437.3929012293807,Feature 2,#F9F993
1339,698.2445871542548,430.4201147022162,Feature 2,#F9F993
1340,700.957434511761,416.83295829857656,Feature 2,#F9F993
1341,755.2121061362828,397.50711701142984,Feature 2,#F9F993
1342,796.318403501497,399.27925535695425,Feature 2,#F9F993
1343,757.7083915961692,432.56192652634786,Feature 2,#F9F993
1344,761.3907488587064,413.52240827773755,Feature 2,#F9F993
1345,767.7920982543933,435.42828585971773,Feature 2,#F9F993
1346,794.0402190417982,442.2714009931954,Feature 2,#F9F993
1347,785.3604223320856,472.89873900647893,Feature 2,#F9F993
1348,773.9972216739011,437.0731441211318,Feature 2,#F9F993
1349,773.0121132351971,440.231642335436,Feature 2,#F9F993
1350,767.5530253460239,426.3974034058696,Feature 2,#F9F993
1351,756.7858329558217,412.2296419005984,Feature 2,#F9F993
1352,744.7262414633375,464.4951039847184,Feature 2,#F9F993
1353,792.152363059256,362.09365203002494,Feature 2,#F9F993
1354,802.2460936799973,432.856257576631,Feature 2,#F9F993
1355,809.0530827200299,421.43854417389645,Feature 2,#F9F993
1356,790.2264396845218,429.7328727232378,Feature 2,#F9F993
1357,799.3153702198612,386.88911233062834,Feature 2,#F9F993
1358,723.3190825062969,443.8667319568197,Feature 2,#F9F993
1359,772.6007029562126,414.26631078334117,Feature 2,#F9F993
1360,808.6731567401314,468.2153179590298,Feature 2,#F9F993
1361,811.2141982732215,444.2642889627269,Feature 2,#F9F993
1362,779.7222859849816,461.2846424667007,Feature 2,#F9F993
1363,785.4534223938663,373.5038324650832,Feature 2,#F9F993
1364,835.6770164035113,432.11057439453583,Feature 2,#F9F993
1365,776.5937319458881,481.7515044522841,Feature 2,#F9F993
1366,777.0247783817982,403.0067469920418,Feature 2,#F9F993
1367,796.2390210331375,428.5976450825116,Feature 2,#F9F993
1368,835.1346164673964,456.3266905375644,Feature 2,#F9F993
1369,788.0554345875889,411.7344514999811,Feature 2,#F9F993
1370,743.732566947641,403.0412687238987,Feature 2,#F9F993
1371,810.1068000938511,387.9567860311074,Feature 2,#F9F993
1372,782.4302007151321,397.75361014015755,Feature 2,#F9F993
1373,823.2201815066882,411.78746601783854,Feature 2,#F9F993
1374,839.7279595525168,461.24415029778663,Feature 2,#F9F993
1375,796.7524718006965,411.88417341290165,Feature 2,#F9F993
1376,790.8907855307725,438.95705580009354,Feature 2,#F9F993
1377,832.5731959240366,476.5107067671522,Feature 2,#F9F993
1378,785.4577753866348,355.3888725393173,Feature 2,#F9F993
1379,878.3072578785465,399.45214410333995,Feature 2,#F9F993
1380,849.7241106285874,438.7675378080484,Feature 2,#F9F993
1381,863.3737835606298,401.1267747593422,Feature 2,#F9F993
1382,798.0273435638228,456.91391966366456,Feature 2,#F9F993
1383,818.4101822841611,422.4533019120427,Feature 2,#F9F993
1384,791.4377143886921,458.3347855378491,Feature 2,#F9F993
1385,806.7756267719744,425.395602334051,Feature 2,#F9F993
1386,853.1389875228712,452.38982675169683,Feature 2,#F9F993
1387,793.2653779783237,467.0035851165091,Feature 2,#F9F993
1388,886.0709454521341,444.8892141048995,Feature 2,#F9F993
1389,831.911751518172,419.7396399770381,Feature 2,#F9F993
1390,765.982714771793,432.5143721875876,Feature 2,#F9F993
1391,834.7477160259614,454.8156829182896,Feature 2,#F9F993
1392,893.6509539147762,393.7120744301013,Feature 2,#F9F993
1393,847.0367106814844,445.47255873796666,Feature 2,#F9F993
1394,812.7215893569711,382.96232674725655,Feature 2,#F9F993
1395,882.5740713951091,400.6853340864767,Feature 2,#F9F993
1396,865.4544468794461,384.8880492480742,Feature 2,#F9F993
1397,795.5730323541023,400.061599160546,Feature 2,#F9F993
1398,829.3935267652298,426.79180005238754,Feature 2,#F9F993
1399,834.4228179280084,385.0107933112467,Feature 2,#F9F993
1400,872.5066591449335,469.371771784432,Feature 2,#F9F993
1401,851.2641552755023,343.62817077269443,Feature 2,#F9F993
1402,861.5263236290137,398.767840753275,Feature 2,#F9F993
1403,851.5198114458531,397.8415375261077,Feature 2,#F9F993
1404,820.715069387321,460.76169582653756,Feature 2,#F9F993
1405,823.1809729718127,437.32887928493244,Feature 2,#F9F993
1406,902.244924155938,341.3724837408868,Feature 2,#F9F993
1407,904.7718307718945,360.91664346928536,Feature 2,#F9F993
1408,894.346326586689,391.00508817995836,Feature 2,#F9F993
1409,890.6443965480803,435.5094347257946,Feature 2,#F9F993
1410,902.0455017076848,416.41692995788736,Feature 2,#F9F993
1411,936.7829095077628,413.18776226664255,Feature 2,#F9F993
1412,847.8234538464635,380.5655948261927,Feature 2,#F9F993
1413,933.2838966062724,367.11546990963706,Feature 2,#F9F993
1414,870.0365118973448,398.09081386209795,Feature 2,#F9F993
1415,849.4246206243805,385.31322000999626,Feature 2,#F9F993
1416,878.2432800335728,405.35588793072094,Feature 2,#F9F993
1417,863.3280870129362,397.10650916527777,Feature 2,#F9F993
1418,830.0257562195204,411.94101093645605,Feature 2,#F9F993
1419,826.198307772233,391.35161457189633,Feature 2,#F9F993
1420,809.222818910798,391.54636059110226,Feature 2,#F9F993
1421,926.3705811847268,380.4714825096297,Feature 2,#F9F993
1422,878.4292114643159,388.2706370848712,Feature 2,#F9F993
1423,891.3989133176674,389.2235408407645,Feature 2,#F9F993
1424,929.5383634024648,386.91442304175473,Feature 2,#F9F993
1425,931.3874606727094,357.8951219011359,Feature 2,#F9F993
1426,882.5291952013457,398.90946319736724,Feature 2,#F9F993
1427,868.3088077831898,395.55478135793373,Feature 2,#F9F993
1428,857.7210240687629,370.7943617149867,Feature 2,#F9F993
1429,925.7427580136718,428.24776246117983,Feature 2,#F9F993
1430,869.9188922690479,365.5472453353466,Feature 2,#F9F993
1431,877.7660561145617,383.4227592056325,Feature 2,#F9F993
1432,913.6485427992164,384.54411959882185,Feature 2,#F9F993
1433,883.103375190242,445.1579046705796,Feature 2,#F9F993
1434,828.9884860531316,388.72354797956353,Feature 2,#F9F993
1435,859.1128810216132,347.21535102502105,Feature 2,#F9F993
1436,840.5105135307442,342.1843189092112,Feature 2,#F9F993
1437,902.4707179994169,391.31559885891033,Feature 2,#F9F993
1438,824.2568985916652,393.568703094899,Feature 2,#F9F993
1439,884.6393090381177,383.5928606726694,Feature 2,#F9F993
1440,914.2094985922088,399.25684455383396,Feature 2,#F9F993
1441,886.9190706039369,337.4942050821519,Feature 2,#F9F993
1442,865.1323753723648,338.25049929951916,Feature 2,#F9F993
1443,881.8971381238548,419.58638918999236,Feature 2,#F9F993
1444,882.7630106992542,415.24729814827816,Feature 2,#F9F993
1445,917.728264343996,398.53318368327905,Feature 2,#F9F993
1446,926.4897989991176,422.62254005421096,Feature 2,#F9F993
1447,868.806438794979,390.4449914141222,Feature 2,#F9F993
1448,862.8711466307103,343.69107227898,Feature 2,#F9F993
1449,899.4259384157164,373.97217831628666,Feature 2,#F9F993
1450,909.0815096571027,370.93133178495486,Feature 2,#F9F993
1451,907.945336768536,387.67833058413254,Feature 2,#F9F993
1452,925.6347993167332,379.75711251917755,Feature 2,#F9F993
1453,957.6736935750353,340.8139322613819,Feature 2,#F9F993
1454,891.333099061791,343.72832281801533,Feature 2,#F9F993
1455,844.565343157706,394.7541933267006,Feature 2,#F9F993
1456,918.6819228773181,359.24289915771413,Feature 2,#F9F993
1457,912.1398178616842,355.81658457707164,Feature 2,#F9F993
1458,924.3792582604162,410.62701357572075,Feature 2,#F9F993
1459,912.8132336973146,406.4223938003156,Feature 2,#F9F993
1460,885.1912978594642,365.2767574976091,Feature 2,#F9F993
1461,901.5882230064512,371.00657905281207,Feature 2,#F9F993
1462,916.3947341291704,354.20089725529107,Feature 2,#F9F993
1463,887.2243630828124,365.0287892751745,Feature 2,#F9F993
1464,853.0388852968972,353.63060806367923,Feature 2,#F9F993
1465,966.7419785193877,344.2508916264037,Feature 2,#F9F993
1466,929.5951091957569,351.100099914899,Feature 2,#F9F993
1467,877.4786224612549,377.04389759078794,Feature 2,#F9F993
1468,902.5729824662523,367.8406616376859,Feature 2,#F9F993
1469,938.7184048781182,378.68483938981274,Feature 2,#F9F993
1470,894.2308476390434,302.33155989374075,Feature 2,#F9F993
1471,907.9937995310235,353.01433289223746,Feature 2,#F9F993
1472,941.3414979618649,407.55745108374316,Feature 2,#F9F993
1473,875.9916651348454,368.8954850415153,Feature 2,#F9F993
1474,889.7712273964199,353.6720993900474,Feature 2,#F9F993
1475,912.6702523416424,367.11984730211583,Feature 2,#F9F993
1476,949.568180643307,409.82785059733834,Feature 2,#F9F993
1477,877.6258110888045,383.5788233685839,Feature 2,#F9F993
1478,905.376026194938,399.10086523177995,Feature 2,#F9F993
1479,927.6809454412838,314.58697870617175,Feature 2,#F9F993
1480,921.8010931488235,351.87730155948225,Feature 2,#F9F993
1481,906.5271294017115,348.2795100954903,Feature 2,#F9F993
1482,961.2496123098049,369.35311273127706,Feature 2,#F9F993
1483,932.7391202835254,330.64365389536766,Feature 2,#F9F993
1484,923.7276238652712,371.28051736329707,Feature 2,#F9F993
1485,979.1873482178113,372.97663926514974,Feature 2,#F9F993
1486,912.7473747765979,318.0687382156751,Feature 2,#F9F993
1487,867.7098822488714,354.47315874521576,Feature 2,#F9F993
1488,883.4410957282373,359.25956956036293,Feature 2,#F9F993
1489,952.3101595231926,324.4689480442539,Feature 2,#F9F993
1490,920.7091082086324,343.8487686014474,Feature 2,#F9F993
1491,951.8247051085185,310.71476636175123,Feature 2,#F9F993
1492,929.9684999708393,333.57775751893854,Feature 2,#F9F993
1493,958.9319195978546,378.2158393785862,Feature 2,#F9F993
1494,956.4388107797977,349.24179979164336,Feature 2,#F9F993
1495,926.6683755138368,355.4001733108654,Feature 2,#F9F993
1496,916.2215580250179,309.8346817207963,Feature 2,#F9F993
1497,931.4540041073745,340.05522328945233,Feature 2,#F9F993
1498,950.1049580684128,333.1361010647678,Feature 2,#F9F993
1499,995.9200597141247,339.66571650822874,Feature 2,#F9F993
1500,930.0357403986792,333.41740816299756,Feature 2,#F9F993
1501,959.6368427679971,331.26376592029544,Feature 2,#F9F993
1502,910.5254241801742,354.5449723253353,Feature 2,#F9F993
1503,915.6786838633942,378.3484321480278,Feature 2,#F9F993
1504,954.2928643126837,360.7573512078078,Feature 2,#F9F993
1505,949.444553641584,321.21436732709896,Feature 2,#F9F993
1506,902.2260375230304,332.21821558847034,Feature 2,#F9F993
1507,943.7353749016839,349.78700208721983,Feature 2,#F9F993
1508,948.5196330978159,303.5013720333654,Feature 2,#F9F993
1509,964.399011896564,332.09786461975835,Feature 2,#F9F993
1510,938.8854511434763,267.04296205277313,Feature 2,#F9F993
1511,945.025010187334,338.22874106613875,Feature 2,#F9F993
1512,919.8548184420968,295.82884448187315,Feature 2,#F9F993
1513,910.590915127076,335.37552561058635,Feature 2,#F9F993
1514,932.0187827478998,328.08239079853826,Feature 2,#F9F993
1515,972.2411864780275,325.2347506417006,Feature 2,#F9F993
1516,948.1444303206595,324.35259899055086,Feature 2,#F9F993
1517,917.304273468288,363.08605853075795,Feature 2,#F9F993
1518,933.2200355529595,341.19941538857915,Feature 2,#F9F993
1519,962.0912439763696,381.5595917526723,Feature 2,#F9F993
1520,945.3026171422626,323.8334238768389,Feature 2,#F9F993
1521,985.4561031789164,371.5176706923772,Feature 2,#F9F993
1522,958.1223261117589,385.0136578208885,Feature 2,#F9F993
1523,980.403293397662,362.6406245002089,Feature 2,#F9F993
1524,964.1340692850401,321.77374583509356,Feature 2,#F9F993
1525,921.3689957645464,323.832539977738,Feature 2,#F9F993
1526,882.2064555971992,345.33491818972493,Feature 2,#F9F993
1527,931.7002729675806,365.23769931753833,Feature 2,#F9F993
1528,945.350721401708,315.2538236788625,Feature 2,#F9F993
1529,997.9730079616336,360.2329376069105,Feature 2,#F9F993
1530,899.5193785765844,288.32985197642205,Feature 2,#F9F993
1531,889.4038739297664,317.9752130615614,Feature 2,#F9F993
1532,919.6248232604675,333.02734339746246,Feature 2,#F9F993
1533,1002.0295188815792,317.31908319791097,Feature 2,#F9F993
1534,928.4051274703573,347.8241215568729,Feature 2,#F9F993
1535,952.0838439572549,253.97287583194284,Feature 2,#F9F993
1536,1000.1959932563472,349.8235730333025,Feature 2,#F9F993
1537,962.1368285311706,282.7608731480449,Feature 2,#F9F993
1538,975.7992920773299,373.29538343228734,Feature 2,#F9F993
1539,1009.8369775271168,293.2401814647673,Feature 2,#F9F993
1540,909.5378726223157,352.9707197923705,Feature 2,#F9F993
1541,1003.6139594834431,271.2304198428216,Feature 2,#F9F993
1542,942.5224176165603,370.53267171995316,Feature 2,#F9F993
1543,964.4455922515006,354.2534532366393,Feature 2,#F9F993
1544,949.8497672436723,320.4325792293139,Feature 2,#F9F993
1545,888.9586865982235,300.60929983124424,Feature 2,#F9F993
1546,910.4126713779717,267.5752363871745,Feature 2,#F9F993
1547,905.4117113603139,269.8240760403465,Feature 2,#F9F993
1548,906.9882718729955,299.7052522988683,Feature 2,#F9F993
1549,949.8818052348781,371.7204437809577,Feature 2,#F9F993
1550,1014.1062870930175,287.5958564473956,Feature 2,#F9F993
1551,1003.716443311847,266.9166912886585,Feature 2,#F9F993
1552,1010.6774539332418,333.2533069878846,Feature 2,#F9F993
1553,933.4586057634572,285.43593849560824,Feature 2,#F9F993
1554,950.9787498517532,315.31363691389265,Feature 2,#F9F993
1555,922.4095382244212,342.800167350146,Feature 2,#F9F993
1556,966.169866345457,302.0691739878068,Feature 2,#F9F993
1557,1023.5143555972801,308.206089812384,Feature 2,#F9F993
1558,904.2021924628374,326.60767151777753,Feature 2,#F9F993
1559,977.2360447894024,307.919947535398,Feature 2,#F9F993
1560,943.0707185638432,342.75178811604627,Feature 2,#F9F993
1561,959.8253829914856,291.74007045673966,Feature 2,#F9F993
1562,960.445620767411,304.0417629586356,Feature 2,#F9F993
1563,962.5567958250862,285.35828091186335,Feature 2,#F9F993
1564,968.0320137081324,293.8698421381925,Feature 2,#F9F993
1565,966.0548550458932,272.9977079512853,Feature 2,#F9F993
1566,962.1291948491067,310.0487977352248,Feature 2,#F9F993
1567,923.454228849975,339.5116109071422,Feature 2,#F9F993
1568,961.7737449951286,295.80475659284167,Feature 2,#F9F993
1569,962.5302244527742,306.7057358413974,Feature 2,#F9F993
1570,1005.570178069034,281.5809100792343,Feature 2,#F9F993
1571,951.8624830530533,325.86987284228474,Feature 2,#F9F993
1572,959.2761391389336,312.6361106753198,Feature 2,#F9F993
1573,967.0167648069132,280.87715274243425,Feature 2,#F9F993
1574,913.3164853834681,346.51409487988195,Feature 2,#F9F993
1575,951.0454808276879,342.5211685752745,Feature 2,#F9F993
1576,960.9576405854745,296.9578763058169,Feature 2,#F9F993
1577,910.1478428706307,259.5036513357452,Feature 2,#F9F993
1578,961.8643726818955,296.0043319849312,Feature 2,#F9F993
1579,960.1185035354277,284.42899738727124,Feature 2,#F9F993
1580,996.4721104218719,279.7604205480374,Feature 2,#F9F993
1581,946.9700797159671,285.40997562909456,Feature 2,#F9F993
1582,921.1628564757684,347.39423353895893,Feature 2,#F9F993
1583,1001.999924927553,298.37951581199053,Feature 2,#F9F993
1584,1012.5108466898944,323.10982698411954,Feature 2,#F9F993
1585,951.6800510186323,281.14572499917335,Feature 2,#F9F993
1586,1001.7435269356329,327.4905667564558,Feature 2,#F9F993
1587,1017.1036964015614,254.15114835490726,Feature 2,#F9F993
1588,951.210160398204,291.588167795065,Feature 2,#F9F993
1589,1016.7954048664865,245.57068456342705,Feature 2,#F9F993
1590,1002.4607916839132,301.7228102309014,Feature 2,#F9F993
1591,963.8780063866462,261.5891381554242,Feature 2,#F9F993
1592,961.681997992052,283.9147623065919,Feature 2,#F9F993
1593,964.7229984937142,287.31434688753757,Feature 2,#F9F993
1594,981.7084917898319,319.7060783927768,Feature 2,#F9F993
1595,961.1486434357784,310.382579981537,Feature 2,#F9F993
1596,963.2996191180455,289.0632972722548,Feature 2,#F9F993
1597,944.8075688325172,282.4264062315198,Feature 2,#F9F993
1598,1000.5056488605891,266.535287855703,Feature 2,#F9F993
1599,978.310801204339,244.45486447554282,Feature 2,#F9F993
1600,998.1454109849245,287.63575005247327,Feature 2,#F9F993
1601,971.1871262603693,294.17591006623894,Feature 2,#F9F993
1602,949.1072402649469,223.67070712719482,Feature 2,#F9F993
1603,951.864655784388,303.9038975689789,Feature 2,#F9F993
1604,975.2374340207273,330.04669345291137,Feature 2,#F9F993
1605,1001.3819948475995,277.64607511574485,Feature 2,#F9F993
1606,971.6396288105585,324.4868104203862,Feature 2,#F9F993
1607,945.463733842931,255.30653952168697,Feature 2,#F9F993
1608,931.3573291548685,295.25404520183065,Feature 2,#F9F993
1609,996.9451404253737,232.76417244540067,Feature 2,#F9F993
1610,946.0602074052904,252.96411719976285,Feature 2,#F9F993
1611,914.1282002988617,280.75928486044336,Feature 2,#F9F993
1612,1009.8120480785366,249.46551678098683,Feature 2,#F9F993
1613,924.0832866564067,223.2045563207221,Feature 2,#F9F993
1614,907.2301794485253,259.4379556254835,Feature 2,#F9F993
1615,917.2274617364518,243.13565136858313,Feature 2,#F9F993
1616,988.0167881545246,247.38876666137355,Feature 2,#F9F993
1617,922.7174845219874,245.5065155569988,Feature 2,#F9F993
1618,944.6024466017893,245.73891143895312,Feature 2,#F9F993
1619,923.1976873256275,223.65114911878482,Feature 2,#F9F993
1620,939.5771157711137,299.7386324907127,Feature 2,#F9F993
1621,1012.607254553075,251.97851862053838,Feature 2,#F9F993
1622,977.0753458313188,274.1835001376738,Feature 2,#F9F993
1623,981.1036814531279,244.0204204372951,Feature 2,#F9F993
1624,989.0297839237038,248.7417892670752,Feature 2,#F9F993
1625,960.4406533155186,332.627795860931,Feature 2,#F9F993
1626,961.9384634138338,316.8397094631607,Feature 2,#F9F993
1627,975.186835112264,278.6529980775456,Feature 2,#F9F993
1628,967.4549318416534,273.15491090524944,Feature 2,#F9F993
1629,1007.3054225821544,258.41467634554994,Feature 2,#F9F993
1630,968.9356748774981,283.9351225365412,Feature 2,#F9F993
1631,930.9538900176534,229.98794324134326,Feature 2,#F9F993
1632,976.4969669266296,227.09810810550442,Feature 2,#F9F993
1633,972.7808381843689,264.0103652086226,Feature 2,#F9F993
1634,969.8312136694351,221.06607551006607,Feature 2,#F9F993
1635,952.428358447582,286.1982807382933,Feature 2,#F9F993
1636,966.2522533258516,284.46396569149204,Feature 2,#F9F993
1637,913.4398598716066,254.62827415076785,Feature 2,#F9F993
1638,966.1170702749188,250.88621861689816,Feature 2,#F9F993
1639,995.3740432853629,226.50313354533978,Feature 2,#F9F993
1640,990.6747135678485,294.3725421933309,Feature 2,#F9F993
1641,1048.6685145427543,251.80045590879504,Feature 2,#F9F993
1642,989.902255410079,251.5210006891778,Feature 2,#F9F993
1643,986.138360785522,288.1428976186925,Feature 2,#F9F993
1644,964.6681332856308,280.9796275140751,Feature 2,#F9F993
1645,986.1919786451192,201.57879349309232,Feature 2,#F9F993
1646,976.3518430389855,244.52601945291917,Feature 2,#F9F993
1647,981.7491969510633,291.9348131528348,Feature 2,#F9F993
1648,965.3469946909894,303.4013751812427,Feature 2,#F9F993
1649,1020.7094196768952,265.5383195576119,Feature 2,#F9F993
1650,973.1080391309113,193.7857158496928,Feature 2,#F9F993
1651,960.2592384705839,260.72456968694087,Feature 2,#F9F993
1652,974.468932432109,253.03555749550438,Feature 2,#F9F993
1653,973.7929592565256,232.95860516493744,Feature 2,#F9F993
1654,1006.3295900045084,244.8105614725366,Feature 2,#F9F993
1655,1017.3479207266618,269.00947181221534,Feature 2,#F9F993
1656,944.6711317829006,210.03428585480884,Feature 2,#F9F993
1657,979.1249051259016,258.33361497332123,Feature 2,#F9F993
1658,922.1076161175005,211.13755445366135,Feature 2,#F9F993
1659,925.5900450719174,294.2737661669063,Feature 2,#F9F993
1660,978.403580785664,250.9863804672462,Feature 2,#F9F993
1661,1022.7720491363867,220.9730345108451,Feature 2,#F9F993
1662,987.605851823765,240.64382311531907,Feature 2,#F9F993
1663,992.8880811478138,254.03841493936218,Feature 2,#F9F993
1664,950.0720203378437,229.91346064395242,Feature 2,#F9F993
1665,1020.7471515998509,222.70948252244483,Feature 2,#F9F993
1666,1036.864489437725,285.176332942661,Feature 2,#F9F993
1667,1010.9715314673654,246.42354760972233,Feature 2,#F9F993
1668,1025.6115509600486,280.1639871842472,Feature 2,#F9F993
1669,1041.968813367923,239.68039223299655,Feature 2,#F9F993
1670,979.2951450182669,221.321104269856,Feature 2,#F9F993
1671,960.8475329131113,307.7371989814825,Feature 2,#F9F993
1672,981.6105312888731,278.75323030185655,Feature 2,#F9F993
1673,936.4050492341922,282.88974187687796,Feature 2,#F9F993
1674,1039.5007715030622,243.5406176790748,Feature 2,#F9F993
1675,984.1849732387448,246.42655298518142,Feature 2,#F9F993
1676,1039.209978842176,268.2931878708279,Feature 2,#F9F993
1677,984.0971905136087,228.05167867572717,Feature 2,#F9F993
1678,970.1471579267229,184.10434647118802,Feature 2,#F9F993
1679,930.0585493325441,201.7539566637085,Feature 2,#F9F993
1680,995.2195014814398,222.42246595902324,Feature 2,#F9F993
1681,983.2165979910636,234.78449388742925,Feature 2,#F9F993
1682,971.1219774915522,236.26716866983355,Feature 2,#F9F993
1683,927.6691402205778,223.63714630406702,Feature 2,#F9F993
1684,909.8568252260458,245.15603943429926,Feature 2,#F9F993
1685,978.6184923679884,277.5807115552523,Feature 2,#F9F993
1686,1009.7282168265216,215.22970259811848,Feature 2,#F9F993
1687,1007.633610938955,212.37139313962317,Feature 2,#F9F993
1688,967.3794713575247,278.0006495941578,Feature 2,#F9F993
1689,1023.3092556811137,224.3601304490411,Feature 2,#F9F993
